objectid,labid,sampleid,sizefraction,pickingprep,comments,time,magnification
448,LabCC,LabCC_CW_4,20-250 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,1.0,40.0
449,LabCC,LabCC_CW_4,250-500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,0.5,40.0
450,LabCC,LabCC_CW_4,>500 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
451,LabCC,LabCC_CW_4,1-20 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
291,LabU,LabU_CW_1,>500 um,Dry,2 hours imaging per fraction,2.0,100.0
556,LabZ,LabZ_SD_03,1-20 um,Dry,,1.0,100.0
557,LabZ,LabZ_SD_04,>500 um,Dry,,1.0,50.0
558,LabZ,LabZ_SD_04,212-500 um,Dry,,1.0,100.0
559,LabZ,LabZ_SD_04,20-212 um,Dry,,2.0,100.0
560,LabZ,LabZ_SD_04,1-20 um,Dry,,1.0,100.0
563,LabRR,LabRR_DW_4,>500 um,Wet,,3.0,100.0
564,LabRR,LabRR_DW_4,212-500 um,Dry,,3.0,100.0
572,LabR,LabR_SD_2,1-20 um,Dry,,2.0,2.5
573,LabR,LabR_SD_3,>500 um,Dry,,1.0,1.5
574,LabR,LabR_SD_3,212-500 um,Dry,,2.0,1.5
575,LabR,LabR_SD_3,20-212 um,Dry,,2.0,2.0
576,LabR,LabR_SD_3,1-20 um,Dry,,2.0,2.5
577,LabR,LabR_SD_4,>500 um,Dry,,1.0,1.5
578,LabR,LabR_SD_4,212-500 um,Dry,,1.0,1.5
579,LabR,LabR_SD_4,20-212 um,Dry,,1.0,2.0
580,LabR,LabR_SD_4,1-20 um,Dry,,1.0,2.5
581,LabR,LabR_FT_1,>500 um,Dry,,1.0,1.0
582,LabR,LabR_FT_1,212-500 um,Dry,,1.5,1.5
583,LabR,LabR_FT_1,20-212 um,Dry,,2.0,2.0
584,LabR,LabR_FT_1,10-20 um,Dry,,1.0,2.5
585,LabR,LabR_FT_1,1-20 um,Dry,,1.0,2.5
586,LabR,LabR_FT_2,>500 um,Dry,,1.0,1.0
587,LabR,LabR_FT_2,212-500 um,Dry,,1.5,1.5
588,LabR,LabR_FT_2,20-212 um,Dry,,2.0,2.0
589,LabR,LabR_FT_2,10-20 um,Dry,,1.0,2.5
590,LabR,LabR_FT_2,1-20 um,Dry,,1.0,2.5
591,LabR,LabR_FT_3,>500 um,Dry,,1.0,1.0
292,LabU,LabU_CW_1,212-500 um,Dry,2 hours imaging per fraction,2.0,100.0
293,LabU,LabU_CW_1,20-212 um,Dry,2 hours imaging per fraction,2.0,100.0
295,LabU,LabU_CW_2,>500 um,Dry,2 hours imaging per fraction,2.0,100.0
296,LabU,LabU_CW_2,212-500 um,Dry,2 hours imaging per fraction,2.0,100.0
297,LabU,LabU_CW_2,20-212 um,Dry,2 hours imaging per fraction,2.0,100.0
299,LabU,LabU_CW_3,>500 um,Dry,2 hours imaging per fraction,2.0,100.0
300,LabU,LabU_CW_3,212-500 um,Dry,2 hours imaging per fraction,2.0,100.0
301,LabU,LabU_CW_3,20-212 um,Dry,2 hours imaging per fraction,2.0,100.0
303,LabU,LabU_CW_4,>500 um,Dry,2 hours imaging per fraction,2.0,100.0
500,LabD,LabD_SD_1,>500 um,Dry,,3.0,2.0
501,LabD,LabD_SD_1,212-500 um,Dry,,3.0,2.0
502,LabD,LabD_SD_2,>500 um,Dry,,3.0,2.0
503,LabD,LabD_SD_2,212-500 um,Dry,,3.0,2.0
504,LabD,LabD_SD_3,>500 um,Dry,,3.0,2.0
505,LabD,LabD_SD_3,212-500 um,Dry,,3.0,2.0
506,LabD,LabD_SD_4,>500 um,Dry,,2.0,2.0
507,LabD,LabD_SD_4,212-500 um,Dry,,2.0,2.0
508,LabR,LabR_DW_1,>500 um,Dry,,1.0,1.5
509,LabR,LabR_DW_1,212-500 um,Dry,,2.0,1.5
510,LabR,LabR_DW_2,>500 um,Dry,,1.0,1.5
511,LabR,LabR_DW_2,212-500 um,Dry,,2.0,1.5
512,LabR,LabR_DW_3,>500 um,Dry,,1.0,1.5
513,LabR,LabR_DW_3,212-500 um,Dry,,2.0,1.5
514,LabR,LabR_DW_4,212-500 um,Dry,,0.5,1.5
515,LabRR,LabRR_DW_1,>500 um,Dry,,3.0,50.0
516,LabRR,LabRR_DW_1,212-500 um,Dry,,3.0,50.0
517,LabV,LabV_SD_1,20-212 um,Wet,1 day sorting/measuring per sample,2.0,50.0
518,LabV,LabV_SD_1,212-500 um,Wet,1 day sorting/measuring per sample,2.0,10.0
519,LabV,LabV_SD_1,>500 um,Wet,1 day sorting/measuring per sample,2.0,10.0
520,LabV,LabV_SD_1,1-20 um,Wet,1 day sorting/measuring per sample,2.0,100.0
561,LabRR,LabRR_DW_2,>500 um,Wet,,3.0,50.0
562,LabRR,LabRR_DW_2,212-500 um,Wet,,3.0,50.0
566,LabR,LabR_SD_1,212-500 um,Dry,,2.0,1.5
567,LabR,LabR_SD_1,20-212 um,Dry,,2.0,2.0
568,LabR,LabR_SD_1,1-20 um,Dry,,2.0,2.5
569,LabR,LabR_SD_2,>500 um,Dry,,1.0,1.5
570,LabR,LabR_SD_2,212-500 um,Dry,,2.0,1.5
571,LabR,LabR_SD_2,20-212 um,Dry,,2.0,2.0
521,LabV,LabV_SD_2,20-212 um,Wet,1 day sorting/measuring per sample,2.0,50.0
522,LabV,LabV_SD_2,212-500 um,Wet,1 day sorting/measuring per sample,2.0,10.0
523,LabV,LabV_SD_2,>500 um,Wet,1 day sorting/measuring per sample,2.0,10.0
524,LabV,LabV_SD_2,1-20 um,Wet,1 day sorting/measuring per sample,2.0,100.0
525,LabV,LabV_SD_3,20-212 um,Wet,1 day sorting/measuring per sample,2.0,50.0
526,LabV,LabV_SD_3,212-500 um,Wet,1 day sorting/measuring per sample,2.0,10.0
527,LabV,LabV_SD_3,>500 um,Wet,1 day sorting/measuring per sample,2.0,10.0
528,LabV,LabV_SD_3,1-20 um,Wet,1 day sorting/measuring per sample,2.0,100.0
529,LabV,LabV_SD_4,20-212 um,Wet,1 day sorting/measuring per sample,1.0,50.0
530,LabV,LabV_SD_4,212-500 um,Wet,1 day sorting/measuring per sample,1.0,10.0
531,LabV,LabV_SD_4,>500 um,Wet,1 day sorting/measuring per sample,1.0,10.0
532,LabV,LabV_SD_4,1-20 um,Wet,1 day sorting/measuring per sample,2.0,100.0
533,LabN,LabN_CW_5,>500 um,Dry,Includes time for sub-sampling; Range of magnifications used: 0.73-2.5x,0.27,2.0
534,LabN,LabN_CW_6,>500 um,Dry,Includes time for sub-sampling; Range of magnifications used: 0.73-2.5x,0.27,2.0
535,LabN,LabN_CW_7,>500 um,Dry,Includes time for sub-sampling; Range of magnifications used: 0.73-2.5x,0.53,2.0
536,LabN,LabN_CW_8,>500 um,Dry,Includes time for sub-sampling; Range of magnifications used: 0.73-2.5x,0.12,2.0
537,LabN,LabN_CW_5,212-500 um,Dry,Includes time for sub-sampling; Range of magnifications used: 0.73-4.0x,0.43,3.2
538,LabN,LabN_CW_6,212-500 um,Dry,Includes time for sub-sampling; Range of magnifications used: 0.73-4.0x,0.62,3.2
539,LabN,LabN_CW_7,212-500 um,Dry,Includes time for sub-sampling; Range of magnifications used: 0.73-4.0x,0.78,3.2
540,LabN,LabN_CW_8,212-500 um,Dry,Includes time for sub-sampling; Range of magnifications used: 0.73-4.0x,0.08,3.2
541,LabN,LabN_CW_5,20-212 um,Dry,No sub-sampling; Range of magnifications used:0.73-5.0x,0.32,4.0
542,LabN,LabN_CW_6,20-212 um,Dry,No sub-sampling; Range of magnifications used:0.73-5.0x,0.6,4.0
543,LabN,LabN_CW_7,20-212 um,Dry,No sub-sampling; Range of magnifications used:0.73-5.0x,0.52,4.0
544,LabN,LabN_CW_8,20-212 um,Dry,No sub-sampling; Range of magnifications used:0.73-5.0x,0.08,4.0
545,LabZ,LabZ_SD_01,>500 um,Dry,,1.0,50.0
546,LabZ,LabZ_SD_01,212-500 um,Dry,,1.0,100.0
547,LabZ,LabZ_SD_01,20-212 um,Dry,,2.0,100.0
548,LabZ,LabZ_SD_01,1-20 um,Dry,,1.0,100.0
549,LabZ,LabZ_SD_02,>500 um,Dry,,1.0,50.0
550,LabZ,LabZ_SD_02,212-500 um,Dry,,1.0,100.0
551,LabZ,LabZ_SD_02,20-212 um,Dry,,2.0,100.0
552,LabZ,LabZ_SD_02,1-20 um,Dry,,1.0,100.0
553,LabZ,LabZ_SD_03,>500 um,Dry,,1.0,50.0
554,LabZ,LabZ_SD_03,212-500 um,Dry,,1.0,100.0
555,LabZ,LabZ_SD_03,20-212 um,Dry,,2.0,100.0
565,LabR,LabR_SD_1,>500 um,Dry,,1.0,1.5
592,LabR,LabR_FT_3,212-500 um,Dry,,1.5,1.5
593,LabR,LabR_FT_3,20-212 um,Dry,,2.0,2.0
594,LabR,LabR_FT_3,10-20 um,Dry,,1.0,2.5
595,LabR,LabR_FT_3,1-20 um,Dry,,1.0,2.5
596,LabR,LabR_FT_4,212-500 um,Dry,,0.5,1.5
597,LabR,LabR_FT_4,20-212 um,Dry,,0.5,2.0
598,LabR,LabR_FT_4,10-20 um,Dry,,0.5,2.5
599,LabR,LabR_FT_4,1-20 um,Dry,,0.5,2.5
600,LabB,LabB_DW_1,>500 um,Dry,,5.0,200.0
601,LabB,LabB_DW_1,212-500 um,Dry,,2.5,200.0
602,LabB,LabB_DW_2,>500 um,Dry,,2.0,200.0
603,LabB,LabB_DW_2,212-500 um,Dry,,1.0,200.0
604,LabB,LabB_DW_3,>500 um,Dry,,3.0,200.0
605,LabB,LabB_DW_3,212-500 um,Dry,,2.0,200.0
606,LabB,LabB_DW_4,>500 um,Dry,,1.5,200.0
607,LabB,LabB_DW_4,212-500 um,Dry,,1.5,200.0
608,LabC,LabC_DW_2,212-500 um,Dry,,3.0,40.0
609,LabC,LabC_DW_2,>500 um,Dry,,3.0,40.0
610,LabC,LabC_DW_3,212-500 um,Dry,,3.0,40.0
611,LabC,LabC_DW_3,>500 um,Dry,,3.0,40.0
612,LabC,LabC_DW_4,212-500 um,Dry,,0.5,40.0
613,LabC,LabC_DW_4,>500 um,Dry,,0.5,40.0
614,LabQ,LabQ_DW_5,212-500 um,Dry,,5.83333333,40.0
615,LabQ,LabQ_DW_5,>500 um,Dry,,4.58333333,40.0
616,LabQ,LabQ_DW_6,212-500 um,Dry,,5.83333333,40.0
617,LabQ,LabQ_DW_6,>500 um,Dry,,4.58333333,40.0
618,LabQ,LabQ_DW_7,212-500 um,Dry,,5.83333333,40.0
619,LabQ,LabQ_DW_7,>500 um,Dry,,4.58333333,40.0
620,LabQ,LabQ_DW_8,212-500 um,Dry,,5.83333333,40.0
621,LabQ,LabQ_DW_8,>500 um,Dry,,4.58333333,40.0
622,LabQ,LabQ_SD_1,212-500 um,Dry,,5.08333333,40.0
623,LabQ,LabQ_SD_1,>500 um,Dry,,4.58333333,40.0
624,LabQ,LabQ_SD_2,212-500 um,Dry,,5.08333333,40.0
625,LabQ,LabQ_SD_2,>500 um,Dry,,4.58333333,40.0
626,LabQ,LabQ_SD_3,212-500 um,Dry,,5.08333333,40.0
627,LabQ,LabQ_SD_3,>500 um,Dry,,4.58333333,40.0
628,LabQ,LabQ_SD_4,212-500 um,Dry,,5.08333333,40.0
629,LabQ,LabQ_SD_4,>500 um,Dry,,4.58333333,40.0
630,LabAA,LabAA_DW_1,212-500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,8.0,10.0
631,LabAA,LabAA_DW_1,>500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,16.0,10.0
632,LabAA,LabAA_DW_2,212-500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,13.0,10.0
633,LabAA,LabAA_DW_2,>500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,12.0,10.0
634,LabAA,LabAA_DW_3,212-500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,16.0,10.0
635,LabAA,LabAA_DW_3,>500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,7.0,10.0
636,LabAA,LabAA_DW_4,212-500 um,Dry,"We did not find any plastic in any of the size class for DW_4, but we did look and it took time.",1.0,10.0
637,LabAA,LabAA_DW_4,>500 um,Dry,"We did not find any plastic in any of the size class for DW_4, but we did look and it took time.",1.0,10.0
638,LabAA,LabAA_FT_1,20-212 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,4.0,10.0
639,LabAA,LabAA_FT_1,212-500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,5.0,10.0
640,LabAA,LabAA_FT_1,>500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,8.0,10.0
641,LabAA,LabAA_FT_1,1-20 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,5.0,10.0
642,LabAA,LabAA_FT_1,10-20 um,Dry,"Did not find any, but took time to look.",2.0,10.0
643,LabAA,LabAA_FT_2,20-212 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,3.0,10.0
644,LabAA,LabAA_FT_2,212-500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,9.0,10.0
645,LabAA,LabAA_FT_2,>500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,8.0,10.0
646,LabAA,LabAA_FT_2,1-20 um,Dry,There were a lot of small spheres (over 300) we finally determined they were air pockets that the matrix had coated and dried.,10.0,10.0
647,LabAA,LabAA_FT_2,10-20 um,Dry,"There were a lot of small spheres, we finally determined they were air pockets that the matrix had coated and dried.",8.0,10.0
648,LabAA,LabAA_FT_3,20-212 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,4.0,10.0
649,LabAA,LabAA_FT_3,212-500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,9.0,10.0
650,LabAA,LabAA_FT_3,>500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,7.0,10.0
651,LabAA,LabAA_FT_3,1-20 um,Dry,"Did not find any, but took time to look.",2.0,10.0
652,LabAA,LabAA_FT_3,10-20 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,2.0,10.0
653,LabAA,LabAA_FT_4,20-212 um,Dry,"Did not find any, but took time to look.",2.0,10.0
654,LabAA,LabAA_FT_4,212-500 um,Dry,"Did not find any, but took time to look.",2.0,10.0
655,LabAA,LabAA_FT_4,>500 um,Dry,"Did not find any, but took time to look.",2.0,10.0
656,LabAA,LabAA_FT_4,1-20 um,Dry,"Did not find any, but took time to look.",2.0,10.0
657,LabAA,LabAA_FT_4,10-20 um,Dry,"Did not find any, but took time to look.",2.0,10.0
658,LabAA,LabAA_SD_1,20-212 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,4.0,10.0
659,LabAA,LabAA_SD_1,212-500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,11.0,10.0
660,LabAA,LabAA_SD_1,>500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,5.0,10.0
661,LabAA,LabAA_SD_1,1-20 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,2.0,10.0
662,LabAA,LabAA_SD_2,20-212 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,6.0,10.0
663,LabAA,LabAA_SD_2,212-500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,9.0,10.0
664,LabAA,LabAA_SD_2,>500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,5.0,10.0
665,LabAA,LabAA_SD_2,1-20 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,2.0,10.0
666,LabAA,LabAA_SD_3,20-212 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,4.0,10.0
667,LabAA,LabAA_SD_3,212-500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,10.0,10.0
668,LabAA,LabAA_SD_3,>500 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,5.0,10.0
669,LabAA,LabAA_SD_3,1-20 um,Dry,Magnification ranged from 8.5-160 depending on size of particle and background to take photo.,2.0,10.0
670,LabAA,LabAA_SD_4,20-212 um,Dry,"Did not find any, but took time to look.",2.0,10.0
671,LabAA,LabAA_SD_4,212-500 um,Dry,"Did not find any, but took time to look.",2.0,10.0
672,LabAA,LabAA_SD_4,>500 um,Dry,"Did not find any, but took time to look.",2.0,10.0
673,LabAA,LabAA_SD_4,1-20 um,Dry,"Did not find any, but took time to look.",2.0,10.0
674,LabN,LabN_DW_1,>500 um,Dry,Magnification not recorded. Estimated range of magnifications used: 2.0-5.0x,0.17,-88.0
675,LabN,LabN_DW_2,>500 um,Dry,Magnification not recorded. Estimated range of magnifications used: 2.0-5.0x,0.17,-88.0
676,LabN,LabN_DW_3,>500 um,Dry,Magnification not recorded. Estimated range of magnifications used: 2.0-5.0x,0.17,-88.0
677,LabN,LabN_DW_4,>500 um,Dry,Magnification not recorded. Estimated range of magnifications used: 2.0-5.0x,0.17,-88.0
678,LabN,LabN_DW_1,212-500 um,Dry,Magnification not recorded. Estimated range of magnifications used: 2.0-5.0x,0.25,-88.0
679,LabN,LabN_DW_2,212-500 um,Dry,Magnification not recorded. Estimated range of magnifications used: 2.0-5.0x,0.33,-88.0
680,LabN,LabN_DW_3,212-500 um,Dry,Magnification not recorded. Estimated range of magnifications used: 2.0-5.0x,0.25,-88.0
681,LabN,LabN_DW_4,212-500 um,Dry,Magnification not recorded. Estimated range of magnifications used: 2.0-5.0x,0.08,-88.0
682,LabN,LabN_SD_1,>500 um,Dry,Includes time for counting and picking. Range of magnifications used: 1.25-4.0x,0.43333333,1.25
683,LabN,LabN_SD_2,>500 um,Dry,Includes time for counting and picking. Range of magnifications used: 1.25-4.0x,0.61666667,1.25
684,LabN,LabN_SD_3,>500 um,Dry,Includes time for counting and picking. Range of magnifications used: 1.25-4.0x,0.5,1.25
685,LabN,LabN_SD_4,>500 um,Dry,Includes time for counting and picking. Range of magnifications used: 1.25-4.0x,0.33333333,1.25
686,LabN,LabN_SD_1,212-500 um,Dry,Includes time for counting and picking. Range of magnifications used: 1.25-5.0x,1.5,1.25
687,LabN,LabN_SD_2,212-500 um,Dry,Includes time for counting and picking. Range of magnifications used: 1.25-5.0x,1.48333333,1.25
688,LabN,LabN_SD_3,212-500 um,Dry,Includes time for counting and picking. Range of magnifications used: 2.0-2.5x,1.48333333,2.0
689,LabN,LabN_SD_4,212-500 um,Dry,Includes time for counting and picking. Range of magnifications used: 1.25-5.0x,0.18333333,1.25
690,LabN,LabN_SD_1,20-212 um,Dry,Includes time for counting ONLY (no sub-sampling). Range of magnifications used: 1.25-5.0x,0.6,1.25
691,LabN,LabN_SD_2,20-212 um,Dry,Includes time for counting ONLY (no sub-sampling). Range of magnifications used: 1.25-5.0x,0.78333333,1.25
692,LabN,LabN_SD_3,20-212 um,Dry,Includes time for counting ONLY (no sub-sampling). Range of magnifications used: 1.25-5.0x,0.53333333,1.25
693,LabN,LabN_SD_4,20-212 um,Dry,Includes time for counting ONLY (no sub-sampling). Range of magnifications used: 1.25-5.0x,0.33333333,1.25
694,LabN,LabN_SD_1,1-20 um,Dry,"1-20um fraction samples clogged with sediment, counting not attempted.",-88.0,-88.0
695,LabN,LabN_SD_2,1-20 um,Dry,"1-20um fraction samples clogged with sediment, counting not attempted.",-88.0,-88.0
696,LabN,LabN_SD_3,1-20 um,Dry,"1-20um fraction samples clogged with sediment, counting not attempted.",-88.0,-88.0
697,LabN,LabN_SD_4,1-20 um,Dry,"1-20um fraction samples clogged with sediment, counting not attempted.",-88.0,-88.0
698,LabG,LabG_DW_1,>500 um,Wet,,1.0,8.0
699,LabG,LabG_DW_1,212-500 um,Wet,,1.0,8.0
700,LabG,LabG_DW_2,>500 um,Wet,,1.0,8.0
701,LabG,LabG_DW_2,212-500 um,Wet,,1.0,8.0
702,LabG,LabG_DW_3,>500 um,Wet,,1.0,8.0
703,LabG,LabG_DW_3,212-500 um,Wet,,1.0,8.0
704,LabG,LabG_DW_4,>500 um,Wet,,1.0,8.0
705,LabG,LabG_DW_4,212-500 um,Wet,,1.0,8.0
706,LabQ,LabQ_FT_1,20-212 um,Dry,,9.2,40.0
707,LabQ,LabQ_FT_1,212-500 um,Dry,,5.08333333,40.0
708,LabQ,LabQ_FT_1,>500 um,Dry,,4.58333333,40.0
709,LabQ,LabQ_FT_2,20-212 um,Dry,,9.2,40.0
710,LabQ,LabQ_FT_2,212-500 um,Dry,,5.08333333,40.0
711,LabQ,LabQ_FT_2,>500 um,Dry,,4.58333333,40.0
712,LabQ,LabQ_FT_3,20-212 um,Dry,,9.2,40.0
713,LabQ,LabQ_FT_3,212-500 um,Dry,,5.08333333,40.0
714,LabQ,LabQ_FT_3,>500 um,Dry,,4.58333333,40.0
715,LabQ,LabQ_FT_4,20-212 um,Dry,,9.2,40.0
716,LabQ,LabQ_FT_4,212-500 um,Dry,,5.08333333,40.0
717,LabQ,LabQ_FT_4,>500 um,Dry,,4.58333333,40.0
718,LabG,LabG_SD_1,>500 um,Wet,,1.0,8.0
719,LabG,LabG_SD_1,212-500 um,Wet,,1.0,8.0
720,LabG,LabG_SD_1,20-212 um,Dry,,1.0,16.0
721,LabG,LabG_SD_1,1-20 um,Dry,,1.0,16.0
722,LabG,LabG_SD_2,>500 um,Wet,,1.0,8.0
723,LabG,LabG_SD_2,212-500 um,Wet,,1.0,8.0
724,LabG,LabG_SD_2,20-212 um,Dry,,1.0,16.0
725,LabG,LabG_SD_2,1-20 um,Dry,,1.0,16.0
726,LabG,LabG_SD_3,>500 um,Wet,,1.0,8.0
727,LabG,LabG_SD_3,212-500 um,Wet,,1.0,8.0
728,LabG,LabG_SD_3,20-212 um,Dry,,1.0,16.0
729,LabG,LabG_SD_3,1-20 um,Dry,,1.0,16.0
730,LabG,LabG_SD_4,>500 um,Wet,,1.0,8.0
731,LabG,LabG_SD_4,212-500 um,Wet,,1.0,8.0
732,LabG,LabG_SD_4,20-212 um,Dry,,1.0,16.0
733,LabG,LabG_SD_4,1-20 um,Dry,,1.0,16.0
734,LabM,LabM_DW_1,212-500 um,Dry,,0.67,25.0
735,LabM,LabM_DW_1,>500 um,Dry,,0.25,15.0
736,LabM,LabM_DW_2,212-500 um,Dry,,0.5,25.0
737,LabM,LabM_DW_2,>500 um,Dry,,0.25,15.0
738,LabM,LabM_DW_3,212-500 um,Dry,,0.5,25.0
739,LabM,LabM_DW_3,>500 um,Dry,,0.33,15.0
740,LabM,LabM_DW_4,212-500 um,Dry,,0.25,25.0
741,LabM,LabM_DW_4,>500 um,Dry,,0.17,15.0
742,LabM,LabM_FT_1,20-212 um,Dry,,1.25,45.0
743,LabM,LabM_FT_1,212-500 um,Dry,,0.43,25.0
744,LabM,LabM_FT_1,>500 um,Dry,,0.33,15.0
745,LabM,LabM_FT_2,20-212 um,Dry,,1.25,45.0
746,LabM,LabM_FT_2,212-500 um,Dry,,0.33,25.0
747,LabM,LabM_FT_2,>500 um,Dry,,0.2,15.0
748,LabM,LabM_FT_3,20-212 um,Dry,,1.42,45.0
749,LabM,LabM_FT_3,212-500 um,Dry,,0.57,25.0
750,LabM,LabM_FT_3,>500 um,Dry,,0.2,15.0
751,LabM,LabM_FT_4,20-212 um,Dry,,0.33,45.0
752,LabM,LabM_FT_4,212-500 um,Dry,,0.25,25.0
753,LabM,LabM_FT_4,>500 um,Dry,,0.2,15.0
754,LabM,LabM_SD_1,20-212 um,Dry,,1.25,45.0
755,LabM,LabM_SD_1,212-500 um,Dry,,0.43,25.0
756,LabM,LabM_SD_1,>500 um,Dry,,0.33,15.0
757,LabM,LabM_SD_2,20-212 um,Dry,,1.25,45.0
758,LabM,LabM_SD_2,212-500 um,Dry,,0.33,25.0
759,LabM,LabM_SD_2,>500 um,Dry,,0.2,15.0
760,LabM,LabM_SD_3,20-212 um,Dry,,1.42,45.0
761,LabM,LabM_SD_3,212-500 um,Dry,,0.57,25.0
762,LabM,LabM_SD_3,>500 um,Dry,,0.2,15.0
763,LabM,LabM_SD_4,20-212 um,Dry,,0.33,45.0
764,LabM,LabM_SD_4,212-500 um,Dry,,0.25,25.0
765,LabM,LabM_SD_4,>500 um,Dry,,0.2,15.0
766,LabCC,LabCC_DW_1,250-500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,0.5,40.0
767,LabCC,LabCC_DW_1,>500 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
768,LabCC,LabCC_DW_2,250-500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,0.5,40.0
769,LabCC,LabCC_DW_2,>500 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
770,LabCC,LabCC_DW_3,250-500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,0.5,40.0
771,LabCC,LabCC_DW_3,>500 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
772,LabCC,LabCC_DW_4,250-500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,0.5,40.0
773,LabCC,LabCC_DW_4,>500 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
774,LabBB,LabBB_DW_1,212-500 um,Dry,,8.0,20.0
775,LabBB,LabBB_DW_1,>500 um,Dry,,8.0,5.0
776,LabBB,LabBB_DW_2,212-500 um,Dry,,8.0,20.0
777,LabBB,LabBB_DW_2,>500 um,Dry,,8.0,5.0
778,LabBB,LabBB_DW_3,212-500 um,Dry,,8.0,20.0
779,LabBB,LabBB_DW_3,>500 um,Dry,,8.0,5.0
780,LabBB,LabBB_DW_4,212-500 um,Dry,,8.0,20.0
781,LabBB,LabBB_DW_4,>500 um,Dry,,8.0,5.0
782,LabBB,LabBB_FT_5,20-212 um,Dry,,8.0,20.0
783,LabBB,LabBB_FT_5,212-500 um,Dry,,8.0,20.0
784,LabBB,LabBB_FT_5,>500 um,Dry,,8.0,5.0
785,LabBB,LabBB_FT_5,1-20 um,Dry,,8.0,50.0
786,LabBB,LabBB_FT_6,20-212 um,Dry,,8.0,20.0
787,LabBB,LabBB_FT_6,212-500 um,Dry,,8.0,20.0
788,LabBB,LabBB_FT_6,>500 um,Dry,,8.0,5.0
789,LabBB,LabBB_FT_6,1-20 um,Dry,,8.0,50.0
790,LabBB,LabBB_FT_7,20-212 um,Dry,,8.0,20.0
791,LabBB,LabBB_FT_7,212-500 um,Dry,,8.0,20.0
792,LabBB,LabBB_FT_7,>500 um,Dry,,8.0,5.0
793,LabBB,LabBB_FT_7,1-20 um,Dry,,8.0,50.0
794,LabBB,LabBB_FT_8,20-212 um,Dry,,8.0,20.0
795,LabBB,LabBB_FT_8,212-500 um,Dry,,8.0,20.0
796,LabBB,LabBB_FT_8,>500 um,Dry,,8.0,5.0
797,LabBB,LabBB_FT_8,1-20 um,Dry,,8.0,50.0
798,LabCC,LabCC_SD_1,20-250 um,Dry,Magnification ranged from 40X - 100x,1.0,40.0
799,LabCC,LabCC_SD_1,250-500 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,0.5,40.0
800,LabCC,LabCC_SD_1,>500 um,Dry,Magnification ranged from 40X - 100x,0.5,40.0
801,LabCC,LabCC_SD_2,20-250 um,Dry,Please note that we used a 250 sieve instead of a 212 sieve; Magnification ranged from 40X - 100x,1.0,40.0
